ind1	ind2	match_perc
Pacuta_ATHC_TP3_1219	Pacuta_ATHC_TP1_2977	97.500000
Pacuta_ATHC_TP11_2879	Pacuta_HTHC_TP3_2527	97.500000
Pacuta_HTHC_TP3_2527	Pacuta_ATHC_TP11_2879	97.500000
Pacuta_ATHC_TP11_2879	Pacuta_HTAC_TP5_1303	97.500000
Pacuta_HTAC_TP5_1303	Pacuta_ATHC_TP11_2879	97.500000
Pacuta_ATHC_TP11_2879	Pacuta_ATHC_TP3_1219	97.500000
Pacuta_ATHC_TP3_1219	Pacuta_ATHC_TP11_2879	97.500000
Pacuta_ATAC_TP6_1468	Pacuta_HTAC_TP9_1486	97.500000
Pacuta_HTAC_TP9_1486	Pacuta_ATAC_TP6_1468	97.500000
Pacuta_ATHC_TP11_2879	Pacuta_ATHC_TP6_2999	97.490000
Pacuta_ATHC_TP6_2999	Pacuta_ATHC_TP11_2879	97.490000
Pacuta_ATHC_TP10_2197	Pacuta_HTHC_TP4_1169	97.490000
Pacuta_HTHC_TP4_1169	Pacuta_ATHC_TP10_2197	97.490000
Pacuta_ATAC_TP7_1047	Pacuta_ATHC_TP9_2979	97.490000
Pacuta_ATHC_TP9_2979	Pacuta_ATAC_TP7_1047	97.490000
Pacuta_ATAC_TP1_1775	Pacuta_HTAC_TP6_1744	97.490000
Pacuta_HTAC_TP6_1744	Pacuta_ATAC_TP1_1775	97.490000
Pacuta_HTAC_TP5_1303	Pacuta_HTHC_TP4_1169	97.480000
Pacuta_HTHC_TP4_1169	Pacuta_HTAC_TP5_1303	97.480000
Pacuta_HTAC_TP3_2026	Pacuta_HTHC_TP4_1169	97.480000
Pacuta_HTHC_TP4_1169	Pacuta_HTAC_TP3_2026	97.480000
Pacuta_ATHC_TP8_2861	Pacuta_ATHC_TP9_2979	97.480000
Pacuta_ATHC_TP9_2979	Pacuta_ATHC_TP8_2861	97.480000
Pacuta_HTAC_TP6_1744	Pacuta_HTAC_TP9_1486	97.470000
Pacuta_HTAC_TP9_1486	Pacuta_HTAC_TP6_1744	97.470000
Pacuta_ATHC_TP1_2977	Pacuta_HTHC_TP3_2527	97.470000
Pacuta_HTHC_TP3_2527	Pacuta_ATHC_TP1_2977	97.470000
Pacuta_ATHC_TP10_2197	Pacuta_ATHC_TP3_1219	97.470000
Pacuta_ATHC_TP3_1219	Pacuta_ATHC_TP10_2197	97.470000
Pacuta_HTHC_TP3_2527	Pacuta_HTHC_TP4_1169	97.460000
Pacuta_HTHC_TP4_1169	Pacuta_HTHC_TP3_2527	97.460000
Pacuta_ATHC_TP9_2979	Pacuta_HTAC_TP8_1329	97.460000
Pacuta_HTAC_TP8_1329	Pacuta_ATHC_TP9_2979	97.460000
Pacuta_ATHC_TP1_2977	Pacuta_ATHC_TP6_2999	97.460000
Pacuta_ATHC_TP6_2999	Pacuta_ATHC_TP1_2977	97.460000
Pacuta_ATHC_TP10_2197	Pacuta_HTAC_TP5_1303	97.460000
Pacuta_HTAC_TP5_1303	Pacuta_ATHC_TP10_2197	97.460000
Pacuta_ATHC_TP10_2197	Pacuta_HTAC_TP3_2026	97.460000
Pacuta_HTAC_TP3_2026	Pacuta_ATHC_TP10_2197	97.460000
Pacuta_ATAC_TP6_1050	Pacuta_HTHC_TP11_1416	97.450000
Pacuta_HTHC_TP11_1416	Pacuta_ATAC_TP6_1050	97.450000
Pacuta_ATHC_TP9_2979	Pacuta_HTHC_TP5_1168	97.440000
Pacuta_HTHC_TP5_1168	Pacuta_ATHC_TP9_2979	97.440000
Pacuta_ATHC_TP8_2861	Pacuta_HTHC_TP11_1416	97.440000
Pacuta_HTHC_TP11_1416	Pacuta_ATHC_TP8_2861	97.440000
Pacuta_ATHC_TP7_1281	Pacuta_ATHC_TP9_2979	97.440000
Pacuta_ATHC_TP9_2979	Pacuta_ATHC_TP7_1281	97.440000
Pacuta_ATHC_TP6_2999	Pacuta_HTHC_TP4_1169	97.440000
Pacuta_HTHC_TP4_1169	Pacuta_ATHC_TP6_2999	97.440000
Pacuta_ATHC_TP3_1219	Pacuta_HTHC_TP4_1169	97.440000
Pacuta_HTHC_TP4_1169	Pacuta_ATHC_TP3_1219	97.440000
Pacuta_HTAC_TP3_2026	Pacuta_HTAC_TP5_1303	97.430000
Pacuta_HTAC_TP5_1303	Pacuta_HTAC_TP3_2026	97.430000
Pacuta_ATHC_TP3_1219	Pacuta_HTAC_TP5_1303	97.430000
Pacuta_HTAC_TP5_1303	Pacuta_ATHC_TP3_1219	97.430000
Pacuta_ATHC_TP3_1219	Pacuta_HTAC_TP3_2026	97.430000
Pacuta_HTAC_TP3_2026	Pacuta_ATHC_TP3_1219	97.430000
Pacuta_ATHC_TP1_1207	Pacuta_ATHC_TP9_2979	97.430000
Pacuta_ATHC_TP9_2979	Pacuta_ATHC_TP1_1207	97.430000
Pacuta_HTAC_TP7_1487	Pacuta_HTHC_TP11_1416	97.420000
Pacuta_HTHC_TP11_1416	Pacuta_HTAC_TP7_1487	97.420000
Pacuta_ATHC_TP1_2977	Pacuta_HTHC_TP11_1416	97.420000
