Mcapitata_HTAC_TP12_1632	Mcapitata_ATAC_TP11_2302	Mcapitata_HTAC_TP11_2380	Mcapitata_ATAC_TP12_2403	Mcapitata_ATAC_TP6_2402	Mcapitata_ATAC_TP11_1076	Mcapitata_ATHC_TP8_2735	Mcapitata_ATHC_TP9_1148	Mcapitata_HTHC_TP8_1246	Mcapitata_ATHC_TP5_1229	Mcapitata_ATHC_TP4_1221	Mcapitata_HTAC_TP6_1496	Mcapitata_ATAC_TP12_1452	Mcapitata_HTHC_TP4_2204	Mcapitata_ATAC_TP6_1114	Mcapitata_HTAC_TP7_1722	Mcapitata_ATAC_TP10_1561	Mcapitata_HTHC_TP3_2518	Mcapitata_ATHC_TP10_2554	Mcapitata_HTHC_TP6_1317	Mcapitata_ATAC_TP4_1609	Mcapitata_ATAC_TP5_1196	Mcapitata_ATHC_TP10_1204	Mcapitata_ATHC_TP3_1544	Mcapitata_ATHC_TP7_2860	Mcapitata_HTAC_TP7_1278	Mcapitata_ATAC_TP1_1600	Mcapitata_ATHC_TP5_1706	Mcapitata_HTAC_TP8_2410	Mcapitata_HTHC_TP3_1128	Mcapitata_ATAC_TP9_1420	Mcapitata_ATHC_TP9_2862	Mcapitata_HTHC_TP11_2511	Mcapitata_ATHC_TP12_2990	Mcapitata_ATAC_TP9_1121	Mcapitata_HTHC_TP11_1178	Mcapitata_ATAC_TP1_1037	Mcapitata_ATHC_TP8_2753	Mcapitata_HTAC_TP5_1321	Mcapitata_ATAC_TP5_1610	Mcapitata_HTAC_TP12_1729	Mcapitata_ATAC_TP8_1436	Mcapitata_ATHC_TP3_2731	Mcapitata_HTAC_TP6_1705	Mcapitata_ATAC_TP7_1058	Mcapitata_ATHC_TP6_2555	Mcapitata_ATAC_TP8_1083	Mcapitata_ATHC_TP1_1826	Mcapitata_ATAC_TP3_1101	Mcapitata_HTHC_TP12_2190	Mcapitata_ATAC_TP3_1628	Mcapitata_ATHC_TP9_2995	Mcapitata_HTAC_TP4_1481	Mcapitata_ATAC_TP1_1652	Mcapitata_HTHC_TP1_1145	Mcapitata_ATHC_TP6_1212	Mcapitata_HTAC_TP9_1467	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP8_1779	Mcapitata_HTHC_TP6_1164	Mcapitata_ATHC_TP3_2866	Mcapitata_HTAC_TP3_1289	Mcapitata_HTHC_TP10_1074	Mcapitata_ATHC_TP1_1218	Mcapitata_ATAC_TP3_1548	Mcapitata_HTAC_TP4_2000	Mcapitata_HTHC_TP11_1270	Mcapitata_HTHC_TP12_1140	Mcapitata_HTAC_TP10_1315	Mcapitata_HTAC_TP3_2021	Mcapitata_HTAC_TP11_1248	Mcapitata_HTAC_TP12_2007	Mcapitata_HTAC_TP1_2183	Mcapitata_HTHC_TP4_1124	Mcapitata_ATAC_TP10_1631	Mcapitata_HTAC_TP10_1754	Mcapitata_HTAC_TP8_2386	Mcapitata_ATHC_TP12_2736	Mcapitata_HTHC_TP9_1078	Mcapitata_ATAC_TP5_1776	Mcapitata_ATAC_TP7_1499	Mcapitata_HTAC_TP4_1269	Mcapitata_ATHC_TP6_2016	Mcapitata_HTHC_TP9_2009	Mcapitata_ATAC_TP4_1651	Mcapitata_HTAC_TP7_1645	Mcapitata_HTHC_TP5_1449	Mcapitata_ATAC_TP7_1455	Mcapitata_HTHC_TP5_1694	Mcapitata_ATHC_TP7_2875	Mcapitata_HTHC_TP8_2067	Mcapitata_HTHC_TP1_2081	Mcapitata_ATHC_TP7_1223	Mcapitata_ATHC_TP11_2188	Mcapitata_HTHC_TP8_1082	Mcapitata_HTHC_TP5_1345	Mcapitata_HTAC_TP5_1997	Mcapitata_HTAC_TP6_1588	Mcapitata_ATHC_TP10_2737	Mcapitata_HTHC_TP4_1328	Mcapitata_HTAC_TP1_1579	Mcapitata_ATHC_TP5_2986	Mcapitata_HTHC_TP6_1604	Mcapitata_ATHC_TP11_2756	Mcapitata_HTHC_TP12_1274	Mcapitata_ATHC_TP11_1237	Mcapitata_HTHC_TP7_1126	Mcapitata_ATAC_TP4_1108	Mcapitata_HTHC_TP7_2419	Mcapitata_ATHC_TP12_1154	Mcapitata_ATHC_TP1_2068	Mcapitata_HTAC_TP1_2153	Mcapitata_HTAC_TP11_1562	Mcapitata_ATHC_TP4_2734	Mcapitata_HTHC_TP1_1323	Mcapitata_HTAC_TP3_1751	Mcapitata_ATHC_TP8_1260	Mcapitata_HTAC_TP10_1478	Mcapitata_HTHC_TP9_1331	Mcapitata_HTHC_TP10_1689	Mcapitata_HTHC_TP3_1277	Mcapitata_ATHC_TP4_2561	Mcapitata_HTAC_TP8_1235	Mcapitata_HTAC_TP9_1306	Mcapitata_ATAC_TP9_1580	Mcapitata_HTHC_TP7_1250	Mcapitata_ATAC_TP6_1611	Mcapitata_HTAC_TP5_1583	Mcapitata_HTHC_TP10_1332	Mcapitata_ATAC_TP12_1120	Mcapitata_HTAC_TP9_2412	SRR5453748	SRR5453760	SRR5453750	SRR5453762	Mcapitata_ATAC_TP11_1644	SRR5453749	SRR5453761	SRR5453753	SRR5453765	SRR5453751	SRR5453763	SRR5453758	SRR5453759	SRR5453752	SRR5453764	SRR5453739	SRR5453745	SRR5453743	SRR5453742	SRR5453744	SRR5453757	SRR5453756	SRR5453754	SRR5453755	SRR5453740	SRR5453746	SRR5453741	SRR5453747
SRR5453753	0.0930636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0586495	0.0925987	0.0925871	0.0932929	0.0393933	0.0910078	0.0938027	0.5	0.467734	0.0106585	0.0152257	0.036344	0.0372094	0.0360714	0.0386924	0	0	0	0	0	0.0172586	0.0869656	0.0386888	0.160742	0.0236399	0.0176278	0	0
SRR5453761	0.104067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.097542	0.132218	0.131804	0.133657	0.0543545	0.475765	0.5	0.0938027	0.0911936	0.0355729	0.0405002	0.0514325	0.05187	0.0508185	0.0539793	0	0	0	0	0	0.0401371	0.0275601	0.0404722	0.164358	0.0298386	0.0237647	0	0
SRR5453749	0.102743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0947677	0.128961	0.129584	0.130217	0.052495	0.5	0.475765	0.0910078	0.0886755	0.032715	0.0373461	0.0482841	0.0486707	0.0478821	0.0505797	0	0	0	0	0	0.0375861	0.0248226	0.0375503	0.162489	0.0270493	0.0213839	0	0
Mcapitata_ATAC_TP11_1644	0.215345	0.0920938	0.0942797	0.103723	0.101436	0.0714682	0.0786426	0.0760923	0.0533527	0.087198	0.0869445	0.0772833	0.0871162	0.0819345	0.0649992	0.0949958	0.0961105	0.0938936	0.0734393	0.0909519	0.0935611	0.0929522	0.111358	0.0811832	0.110673	0.102785	0.0886589	0.0951237	0.103035	0.0778595	0.071833	0.0918813	0.105339	0.100964	0.0898022	0.104719	0.0944097	0.100488	0.0992336	0.0995487	0.0986489	0.0889478	0.0903688	0.0904524	0.0942228	0.0956652	0.113969	0.103322	0.102018	0.101815	0.091832	0.0846484	0.103008	0.0954094	0.095919	0.0956824	0.098612	0.0848907	0.0955014	0.0703059	0.0853724	0.0867111	0.0808714	0.106063	0.0874295	0.0981665	0.10466	0.0943095	0.103319	0.0813897	0.0966166	0.0984794	0.0909706	0.0950722	0.092198	0.0798978	0.0839674	0.0927	0.0978667	0.0518038	0.0869687	0.107761	0.0934906	0.0990071	0.108266	0.102212	0.0892739	0.0908553	0.0969673	0.093585	0.0992861	0.0859004	0.106201	0.10418	0.0990326	0.0915109	0.0927462	0.0967271	0.0916173	0.0991611	0.096047	0.0886296	0.103991	0.102904	0.0933826	0.0917605	0.0875383	0.101115	0.102529	0.0999403	0.111134	0.105632	0.0826083	0.106976	0.0834207	0.0780194	0.0824018	0.0947593	0.0694751	0.0993434	0.0928531	0.0651169	0.0422723	0.0833979	0.0963477	0.0993022	0.0997657	0.0922779	0.089144	0.0969008	0.084955	0.0151047	0.041635	0.0420365	0.0428239	0.5	0.052495	0.0543545	0.0393933	0.0389511	0.0356739	0.0387479	0.0393319	0.0398159	0.0537424	0.0557768	0.0437475	0.0376136	0.0199756	0.0318186	0.0253103	0.0546635	0.0268779	0.042955	0.156883	0.052273	0.0482209	0.0249169	0.028523
SRR5453762	0.0954503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.447444	0.47269	0.473355	0.5	0.0428239	0.130217	0.133657	0.0932929	0.0927418	0.00942923	0.0147132	0.0323152	0.032982	0.0336348	0.0366829	0	0	0	0	0	0.0205203	0.014268	0.0343492	0.152035	0.0241597	0.018762	0	0
SRR5453750	0.0945458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.447204	0.471469	0.5	0.473355	0.0420365	0.129584	0.131804	0.0925871	0.0919059	0.00849576	0.0131816	0.0311523	0.0313075	0.0323502	0.0349231	0	0	0	0	0	0.0191192	0.0129219	0.0332275	0.150898	0.0229467	0.0171063	0	0
SRR5453760	0.0944596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.447991	0.5	0.471469	0.47269	0.041635	0.128961	0.132218	0.0925987	0.0916583	0.00880119	0.0135999	0.0303879	0.0313429	0.0319588	0.0346172	0	0	0	0	0	0.0194255	0.01214	0.0330006	0.151454	0.0232723	0.0174555	0	0
SRR5453748	0.0747004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.447991	0.447204	0.447444	0.0151047	0.0947677	0.097542	0.0586495	0.0577935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127041	0	0	0	0
Mcapitata_HTAC_TP9_2412	0.11754	0.0205344	0.0234309	0.0283079	0.0257458	0	0	0	0	0	0	0	0	0.0114246	0	0.0270825	0.0107504	0.0198963	0	0.00644538	0.00849208	0.0230301	0.0354115	0.00423739	0.0320735	0.0018145	0	0.0033926	0.0233242	0.00392822	0	0.0135138	0.0182359	0.0133857	0.0251325	0.0232766	0.0195927	0.0332225	0.0311653	0.0359773	0.0124476	0.00431412	0.0235389	0.00609246	0.0183268	0	0.0287431	0.0211661	0.0221807	0.0375114	0.018601	0.00553289	0.0380393	0.0181211	0.0241904	0.0122336	0.000376901	0	0.00132995	0	0.0150969	0.0151498	0	0.0168582	0.000139159	0.0177642	0.0162026	0.0153659	0.016694	0.00459579	0.0161344	0.000125949	0	0.0104599	0	0	0	0.0100326	0.0218344	0	0	0.0365351	0.0174576	0	0.00402212	0.0148653	0.00705531	0.0114449	0.0215932	0.0278215	0.0177236	0	0.016039	0.0337071	0.0135268	0.00602174	0.0265441	0.0135796	0.0197301	0.0189182	0.0330913	0.0136442	0.0210843	0.0127037	0.00749439	0	0	0.0157439	0.000689698	0	0.0385355	0.0231184	0	0.0295438	0.00913281	0	0	0.0160314	0	0	0.0249692	0	0	0	0	0.0230928	0.00663978	0.0118445	0.0136069	0.0315625	0.5	0	0	0	0	0.084955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0902728	0	0	0	0
Mcapitata_ATAC_TP12_1120	0.124859	0.0129648	0.0161217	0.0451524	0.040274	0.00236585	0	0.00935864	0	0	0.00930541	0	0.0301797	0.0106514	0	0.0460438	0.0354436	0.038166	0.0186803	0.0242901	0.0126601	0.011596	0.0386336	0.0166445	0.0342715	0.0284191	0.0185359	0.0207706	0.0320447	0.012905	0.00019976	0.0189043	0.029897	0.0382931	0.0390975	0.0318738	0.0403499	0.0484353	0.0515728	0.0364558	0.0346814	0.0222783	0.0306968	0.0239004	0.0347563	0.0431626	0.0402589	0.0350778	0.0260146	0.0408455	0.0216788	0.0136073	0.0519021	0.0166256	0.030719	0.036129	0.02304	0.018039	0.0149519	0	0.0154936	0.0253639	0.0163575	0.053629	0.0452988	0.0283228	0.0424505	0.0361451	0.0313935	0.0338771	0.04203	0.0269697	0.0101715	0.0327357	0.0231581	0.0077754	0.0165467	0.0399951	0.0327934	0	0	0.0407107	0.0307154	0.0367694	0.0344952	0.0529434	0.03383	0.026229	0.0565749	0.0287223	0.0428346	0.00664392	0.0349037	0.0284134	0.0489338	0.0373945	0.0275311	0.0344323	0.0295044	0.0479708	0.0353061	0.00401747	0.0476742	0.0194374	0.0281407	0.0228374	0.021858	0.0323288	0.0391645	0.017336	0.0320365	0.0370174	0.0265061	0.0418722	0.0283961	0.0118005	0	0.0202713	0.00499872	0.0143033	0.044098	0.0112758	0	0.00807092	0.00579225	0.0306772	0.0327173	0.0309107	0.027509	0.5	0.0315625	0	0	0	0	0.0969008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0985515	0	0	0	0
Mcapitata_HTHC_TP10_1332	0.115068	0.00861996	0.0117197	0.0229314	0.0203222	0	0.00662938	0.00236854	0	0	0.00260296	0	0.0101386	0.0194259	0	0.0191149	0.0195741	0.0282572	0.00695311	0.00917827	0.0168469	0.0121016	0.0352524	0.0175271	0.0360508	0.0154342	0	0	0.0223269	0.007867	0	0.0115918	0.0226803	0.0190258	0.017511	0.0368962	0.0355467	0.0288229	0.0333206	0.0247961	0.0258509	0.016304	0.0243669	0.00460262	0.00841989	0.0161165	0.0334486	0.0206677	0.0107468	0.0378246	0.0103664	0.0016797	0.0339811	0.0152299	0.0224483	0.0164211	0.0200802	0.0168279	0.00549629	0	0	0.00752924	0	0.0237887	0.0156937	0.0325095	0.0371846	0.0170141	0.0158749	0.0128726	0.0293569	0.0138574	0	0.0111213	0.00645904	0	0.00387958	0.0246539	0.0280034	0	0.011579	0.0335211	0.0124654	0.00904252	0.0267454	0.0308896	0.0214734	0.016146	0.0182133	0.00744476	0.00468039	0.003501	0.0187831	0.0285836	0.0253933	0.0130724	0.0175451	0.0210249	0.0214466	0.0216247	0.0353564	0.0137184	0.0262704	0.00791597	0.0249902	0.0151422	0.00835353	0.0275131	0.0271356	0.0148868	0.0271403	0.0165354	0.00784413	0.0298081	0.0289336	0	0	0.000463545	0	0.00479974	0.0132748	0	0	0	0	0.0107695	0.0185368	0.0175305	0.5	0.027509	0.0136069	0	0	0	0	0.089144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0918138	0	0	0	0
Mcapitata_HTAC_TP5_1583	0.125668	0.0258733	0.0297236	0.0291303	0.0270114	0.000279711	0	0	0	0	0.00807231	0	0.00658485	0.00651699	0	0.0278072	0.0141413	0.022976	0.00309901	0.0152076	0.0198839	0.0309715	0.0205261	0.00784323	0.0287644	0.0174122	0.00538704	0.0120815	0.0233344	0.0049865	0	0.00398335	0.0294362	0.0347719	0.0197961	0.0219627	0.0220281	0.0386253	0.0406715	0.0244593	0.0178078	0.015604	0.0143194	0.00708076	0.0202226	0.0300265	0.0448167	0.0408209	0.00264662	0.0379889	0.0269558	0.0129816	0.041905	0.0143633	0.014114	0.0167793	0.0133545	0.0154725	0.01168	0	0.0187125	0.00760789	0.00713149	0.0457453	0.0472623	0.0305377	0.0332874	0.0353483	0.00895183	0.0118054	0.0235236	0.0228145	0	0.0190445	0.0092039	0	0	0.0222363	0.025	0	0.0126188	0.0262939	0.0275634	0.0162635	0.0172067	0.0397989	0.0285855	0.0234412	0.0393631	0.0287944	0.0232839	0	0.0194275	0.0309535	0.0225453	0.0140009	0.01959	0.0308144	0.0275325	0.0276995	0.0365076	0.0203597	0.0323681	0.044359	0.0362129	0.0182891	0.0153473	0.0335777	0.0386454	0.0122905	0.0286447	0.0118552	0.0100524	0.0370467	0.0182806	0	0	0.00873756	0	0.0269883	0.0277659	0	0	0	0.000464889	0.0296023	0.0262082	0.5	0.0175305	0.0309107	0.0118445	0	0	0	0	0.0922779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0991287	0	0	0	0
Mcapitata_ATAC_TP6_1611	0.129121	0.00200935	0.00547178	0.0337287	0.0322442	0.0013671	0	0	0	0.00905872	0.0210968	0	0.0065767	0.00194642	0	0.0394307	0.0252532	0.036541	0	0.00997258	0.0280606	0.0278612	0.0350906	0.0159405	0.0380777	0.0141404	0.0111875	0.00964324	0.0281063	0.00558229	0	0.01058	0.0205388	0.0274758	0.0340106	0.0203527	0.0454	0.0380113	0.0566947	0.0197548	0.0256088	0.0239186	0.0158287	0	0.0162888	0.0187141	0.043358	0.0334706	0.0232213	0.0431697	0.0170464	0.000775334	0.0409503	0.0287282	0.0403647	0.0229215	0.0152135	0.00192128	0.00618884	0	0.00459153	0.0136605	0.00658118	0.0353436	0.0314298	0.035684	0.0304434	0.0113399	0.016798	0.0121653	0.0288392	0.0207844	0.00550386	0.0201755	0.0117838	0	0.000318835	0.0131877	0.0197274	0	0.00973379	0.0253252	0.0106436	0.0136947	0.0265648	0.0396873	0.0249794	0.0131013	0.0248385	0.022567	0.0298245	0.00336494	0.0223205	0.0209592	0.0287074	0.0082334	0.0323914	0.0275998	0.0333479	0.0405405	0.0195382	0.0127926	0.0369421	0.0329236	0.0308264	0.00826484	0.0177067	0.0283339	0.0365069	0.0237549	0.0391926	0.0203418	0.0127223	0.0368646	0.0299638	0.000838921	0.00847813	0.0264719	0	0.020319	0.0239699	0	0	0	0.00206749	0.0350509	0.5	0.0262082	0.0185368	0.0327173	0.00663978	0	0	0	0	0.0997657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110245	0	0	0	0
Mcapitata_HTHC_TP7_1250	0.132647	0.0368533	0.039607	0.0559997	0.053799	0.00600195	0.0176068	0.000611777	0	0	0.0116042	0.0182484	0.0333417	0.0155756	0	0.0392665	0.0299912	0.0419224	0.0113025	0.0328231	0.0377197	0.0327515	0.0448605	0.0222015	0.0321775	0.0250231	0.0194743	0.0304073	0.0403508	0.0226944	0.0117788	0.0255897	0.0261513	0.0507189	0.0197809	0.0459249	0.0556412	0.0413457	0.0447258	0.0604792	0.0189007	0.033311	0.0365861	0.0206854	0.0246098	0.0297222	0.0348283	0.0365079	0.0301247	0.0455031	0.0234272	0.0327758	0.0542488	0.0283778	0.0384672	0.0181159	0.0334314	0.00763617	0.0166792	0.00345491	0.0368558	0.0332585	0.0194041	0.040991	0.0232542	0.0299224	0.0418759	0.0270363	0.0207364	0.0164034	0.0227215	0.0284005	0.004305	0.020665	0.018635	0.0103717	0.0220003	0.0431182	0.0520967	0	0.0166846	0.0439972	0.0256361	0.0129026	0.0404854	0.0398349	0.044633	0.034568	0.0293637	0.0312426	0.0392035	0.00772101	0.0451399	0.0410727	0.0337306	0.0292609	0.0236375	0.0289236	0.0320551	0.0414819	0.0377408	0.0351586	0.0613469	0.034664	0.0449587	0.01435	0.00967866	0.0377209	0.0423852	0.0233743	0.0447928	0.0307551	0.0264795	0.0464468	0.0344585	0.00255214	0.00869197	0.0295083	0.0171328	0.0290331	0.0352696	0	0	0.0211459	0.0383905	0.5	0.0350509	0.0296023	0.0107695	0.0306772	0.0230928	0	0	0	0	0.0993022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113542	0	0	0	0
Mcapitata_ATAC_TP9_1580	0.116406	0.00461569	0.00768362	0.0182287	0.0166402	0	0.0156698	0	0	0	0	0	0.00248854	0.00614677	0	0.0189626	0.0143611	0.0210299	0	0	0.0108161	0.00736123	0.0188242	0	0.0180596	0.00382023	0	0.0148581	0.0176533	0	0	0.00245591	0.0164824	0.00968731	0.00385451	0.0185467	0.0200089	0.0245455	0.0205049	0.0171228	0.0256115	0.0144759	0.0189942	0.00638165	0	0.00826992	0.0194258	0.0305106	0.0157307	0.0314429	0.0136907	0	0.0264791	0	0.0240502	0.00547884	0.00603167	0	0	0	0.0124281	0.00157821	0	0.0261388	0.00845341	0.0195588	0.0107132	0.0139807	0.0119913	0.00877136	0.00323065	0	0.000122941	0.00570112	0	0	0	0.0132199	0.0334629	0	0	0.0165457	0.00601706	0	0.0125426	0.0198674	0.000063402	0.00589057	0.00713421	0	0	0	0.0157522	0.0211807	0.0121764	0	0	0.0122836	0.00742665	0.012241	0.0246546	0.0122755	0.0125081	0.000703799	0.0153422	0.00671149	0	0.00603411	0.0228683	0.00646713	0.0219056	0.018766	0	0.0242576	0.0197897	0	0	0.0114084	0	0.000539343	0.0177068	0	0	0	0.5	0.0383905	0.00206749	0.000464889	0	0.00579225	0	0	0	0	0	0.0963477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0933328	0	0	0	0
Mcapitata_HTAC_TP9_1306	0.108993	0	0	0.016859	0.013996	0	0	0	0	0	0	0	0	0	0	0.000318213	0	0	0	0	0	0	0.0259087	0	0.00871542	0.00416436	0	0	0.00162161	0	0	0	0.00405317	0.0155815	0	0.00833232	0.0043451	0.0135187	0.0162323	0	0	0	0.000318363	0	0.00326497	0	0.0127735	0.00409238	0.000484036	0.022084	0.00767994	0	0.0162187	0	0	0	0	0	0	0	0	0	0	0.0105474	0	0.0060794	0.00827699	0.00773818	0	0	0	0.000978559	0	0	0	0	0	0.00776317	0	0	0	0.0120273	0	0	0	0.0067884	0.00337613	0	0	0	0.00814309	0	0.0137978	0.0149258	0	0	0.00902005	0.0105999	0	0.0100555	0.00761493	0	0.0128473	0	0	0	0	0.016992	0	0	0.0188657	0.00977865	0	0.0211971	0	0	0	0	0	0	0	0	0	0.5	0	0.0211459	0	0	0	0.00807092	0	0	0	0	0	0.0833979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0829655	0	0	0	0
Mcapitata_HTAC_TP8_1235	0.0891328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00196381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00293577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.0422723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0511587	0	0	0	0
Mcapitata_ATHC_TP4_2561	0.106625	0	0.00241575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0234079	0	0.0116583	0	0	0	0.00668796	0	0	0	0.0138076	0.0131705	0.00705637	0	0	0.0029743	0.00978457	0	0.00226467	0	0	0	0.0142451	0.00947697	0.00956446	0.00972381	0	0.0362693	0	0	0.02855	0	0	0.00559789	0	0	0	0	0	0.00466763	0	0.0128996	0.00766038	0	0	0.00229739	0	0	0.00696008	0.00173816	0	0	0	0	0	0.0170676	0.00763484	0	0	0.00213652	0	0	0	0.00543542	0	0	0	0	0	0	0	0.00286396	0.00451372	0.0114635	0.00712255	0.00721784	0.0037283	0.0218758	0.00341425	0	0	0	0.00176753	0	0	0.0139159	0.0105515	0	0.0144162	0	0	0.0126659	0	0	0	0	0	0	0.00141937	0.5	0	0	0	0	0	0	0	0.0112758	0	0	0	0	0	0.0651169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0780502	0	0	0	0
