ID	Ploidy
SRR6914151	2
SRR6914609	2
SRR6914908	2
SRR6934388	2
SRR6934542	2
SRR6935629	2
SRR6942678	2
SRR6942729	2
SRR6951423	2
SRR6951744	2
SRR6952431	2
SRR6963586	2
SRR6963878	2
SRR6963891	2
SRR6964364	2
SRR6986864	2
SRR6987146	2
SRR7039808	2
SRR7040514	2
SRR7041301	2
SRR7042978	2
SRR7043013	2
SRR7043704	2
SRR7046161	2
SRR7055829	2
SRR7058378	2
SRR7058566	2
SRR7058606	2
SRR7058616	2
SRR7059699	2
SRR7062295	2
SRR7062350	2
