a	b	ida	idb	nSites	J9	J8	J7	J6	J5	J4	J3	J2	J1	rab	Fa	Fb	theta	inbred_relatedness_1_2	inbred_relatedness_2_1	fraternity	identity	zygosity	2of3_IDB	F_diff_a_b	loglh	nIter	bestoptimll	coverage	2dsfs	R0	R1	KING	2dsfs_loglike	2dsfsf_niter
0	1	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP10_1561	1530715	0.863895	0.000000	0.016271	0.000001	0.000000	0.059139	0.000000	0.060174	0.000521	0.016792	0.119834	0.060696	0.008656	0.000521	0.000521	0.076444	0.000521	0.076965	0.106535	0.029569	-2062303.195936	666	-1	0.119009	4.848338e-01,1.556567e-01,3.381608e-02,1.341149e-01,9.599608e-02,2.034797e-02,3.687112e-02,2.411406e-02,1.424921e-02	0.736355	0.237074	-0.086234	-2309440.811767	14
0	2	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP10_1631	1423217	0.892597	0.000002	0.003621	0.000006	0.000000	0.040189	0.000000	0.062805	0.000778	0.004401	0.103773	0.063590	0.002590	0.000778	0.000778	0.066427	0.000778	0.067205	0.087304	0.020091	-1914246.268483	94	-1	0.110651	4.800679e-01,1.559499e-01,3.430902e-02,1.390623e-01,9.627045e-02,2.089076e-02,3.607040e-02,2.417239e-02,1.320691e-02	0.731059	0.234546	-0.083528	-2144688.786246	14
0	3	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP1_1037	1670226	0.830216	0.000001	0.024911	0.000000	0.000001	0.144794	0.000000	0.000077	0.000000	0.024913	0.144871	0.000078	0.012456	0.000000	0.000000	0.024988	0.000000	0.024988	0.097387	0.072397	-2248323.841394	58	-1	0.129856	4.683059e-01,1.810736e-01,2.960323e-02,1.217493e-01,1.051022e-01,1.633434e-02,3.720968e-02,2.823257e-02,1.238918e-02	0.635695	0.253746	-0.051155	-2515145.720136	14
0	4	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP11_1076	1645304	0.858752	0.000000	0.002606	0.000000	0.000000	0.097893	0.000000	0.040749	0.000000	0.002606	0.138642	0.040749	0.001303	0.000000	0.000000	0.043354	0.000000	0.043354	0.092301	0.048947	-2238537.123045	82	-1	0.127918	4.675032e-01,1.735648e-01,3.694814e-02,1.265386e-01,9.914829e-02,1.895070e-02,3.826969e-02,2.650211e-02,1.257452e-02	0.758640	0.235633	-0.094304	-2499326.455910	14
0	5	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP11_1644	1466892	0.847156	0.000014	0.037273	0.000000	0.000000	0.115557	0.000000	0.000000	0.000000	0.037280	0.115557	0.000000	0.018640	0.000000	0.000000	0.037273	0.000000	0.037273	0.095059	0.057778	-1966553.269426	82	-1	0.114047	4.571858e-01,1.957771e-01,1.994914e-02,1.209338e-01,1.208188e-01,1.106417e-02,3.290756e-02,3.107709e-02,1.028659e-02	0.437487	0.293457	0.025155	-2197003.685329	14
0	6	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP11_2302	1611213	0.838814	0.000006	0.027694	0.000000	0.000000	0.124812	0.000000	0.008670	0.000004	0.027701	0.133485	0.008674	0.013853	0.000004	0.000004	0.036364	0.000004	0.036368	0.098777	0.062406	-2195061.628199	50	-1	0.125268	4.638407e-01,1.798284e-01,3.310165e-02,1.234341e-01,1.052718e-01,1.783651e-02,3.629968e-02,2.703639e-02,1.335083e-02	0.659258	0.252126	-0.060018	-2447089.072560	14
0	7	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP1_1600	1290487	0.894018	0.000000	0.013952	0.000000	0.000000	0.000127	0.011250	0.080618	0.000034	0.022424	0.092029	0.080652	0.012635	0.005659	0.000034	0.094570	0.000034	0.094604	0.105918	0.000063	-1710248.657618	98	-1	0.100332	4.914147e-01,1.413126e-01,3.340046e-02,1.425612e-01,9.893036e-02,2.064444e-02,3.462866e-02,2.260900e-02,1.449863e-02	0.687647	0.250358	-0.070721	-1922127.141138	14
0	8	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP1_1652	1635958	0.854517	0.000046	0.006831	0.000000	0.000000	0.113523	0.000000	0.025082	0.000000	0.006854	0.138606	0.025083	0.003427	0.000000	0.000000	0.031913	0.000000	0.031913	0.088698	0.056762	-2201298.735264	54	-1	0.127191	4.717213e-01,1.732884e-01,3.294563e-02,1.281088e-01,9.962485e-02,1.702491e-02,3.816711e-02,2.639213e-02,1.272689e-02	0.713805	0.239525	-0.078301	-2465238.566333	14
0	9	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP12_1120	1584847	0.850996	0.000015	0.017956	0.000000	0.000001	0.130365	0.000000	0.000656	0.000012	0.017976	0.131032	0.000669	0.008994	0.000012	0.000012	0.018611	0.000012	0.018623	0.083814	0.065183	-2134758.290450	50	-1	0.123218	4.663218e-01,1.797115e-01,2.985301e-02,1.284727e-01,1.025679e-01,1.654807e-02,3.676237e-02,2.703724e-02,1.272543e-02	0.649476	0.245152	-0.055059	-2389344.065617	14
0	10	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP12_1452	1620662	0.851020	0.000017	0.013736	0.000000	0.000000	0.122019	0.000000	0.013208	0.000000	0.013745	0.135227	0.013208	0.006872	0.000000	0.000000	0.026944	0.000000	0.026944	0.087962	0.061010	-2199704.312206	54	-1	0.126002	4.636302e-01,1.800372e-01,3.316639e-02,1.252222e-01,1.020757e-01,1.877744e-02,3.752016e-02,2.686072e-02,1.271008e-02	0.692492	0.242124	-0.070800	-2458956.583347	14
0	11	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP12_2403	1674391	0.836712	0.000042	0.017772	0.000000	0.000002	0.145468	0.000002	0.000000	0.000002	0.017798	0.145472	0.000004	0.008900	0.000003	0.000003	0.017772	0.000002	0.017774	0.090533	0.072734	-2249413.030281	42	-1	0.130180	4.648559e-01,1.851679e-01,2.869805e-02,1.221467e-01,1.051250e-01,1.583331e-02,3.763082e-02,2.888707e-02,1.165530e-02	0.630953	0.251276	-0.048966	-2521803.398980	14
0	12	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP3_1101	1725842	0.847636	0.000000	0.000035	0.000000	0.000000	0.139421	0.000000	0.012909	0.000000	0.000035	0.152329	0.012909	0.000018	0.000000	0.000000	0.012944	0.000000	0.012944	0.082654	0.069710	-2330002.502127	218	-1	0.134180	4.653094e-01,1.819230e-01,3.304858e-02,1.240764e-01,9.893928e-02,1.742739e-02,4.151795e-02,2.573306e-02,1.202491e-02	0.753660	0.233498	-0.091755	-2610019.447563	14
0	13	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP3_1548	1632471	0.860722	0.000012	0.000227	0.000000	0.000000	0.121103	0.000000	0.017935	0.000000	0.000234	0.139039	0.017936	0.000117	0.000000	0.000000	0.018162	0.000000	0.018163	0.078721	0.060552	-2197825.584727	74	-1	0.126920	4.690294e-01,1.763045e-01,3.201867e-02,1.299543e-01,9.720735e-02,1.785819e-02,3.758447e-02,2.800201e-02,1.204114e-02	0.716027	0.230501	-0.076846	-2459476.010198	14
0	14	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP3_1628	1678937	0.843666	0.000000	0.012554	0.000000	0.000000	0.126939	0.000000	0.016841	0.000000	0.012554	0.143780	0.016841	0.006277	0.000000	0.000000	0.029395	0.000000	0.029395	0.092864	0.063469	-2258949.221278	58	-1	0.130533	4.707667e-01,1.756903e-01,3.247397e-02,1.253026e-01,1.007555e-01,1.713464e-02,3.894716e-02,2.670009e-02,1.222907e-02	0.708856	0.242056	-0.077034	-2527302.904677	14
0	15	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP4_1108	1673194	0.842828	0.000003	0.011761	0.000000	0.000000	0.145323	0.000000	0.000085	0.000000	0.011762	0.145408	0.000085	0.005881	0.000000	0.000000	0.011846	0.000000	0.011846	0.084509	0.072661	-2253165.726458	58	-1	0.130086	4.662285e-01,1.810985e-01,3.165656e-02,1.230289e-01,1.027683e-01,1.704093e-02,3.949499e-02,2.701675e-02,1.166651e-02	0.692349	0.245074	-0.071398	-2525653.029619	14
0	16	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP4_1609	1708465	0.850598	0.000000	0.001805	0.000000	0.000004	0.146587	0.000000	0.001001	0.000006	0.001814	0.147593	0.001011	0.000910	0.000006	0.000008	0.002805	0.000006	0.002811	0.076109	0.073293	-2302268.056643	74	-1	0.132829	4.629894e-01,1.839132e-01,3.253872e-02,1.237677e-01,1.017488e-01,1.658668e-02,4.030622e-02,2.724547e-02,1.090376e-02	0.715929	0.239771	-0.079172	-2579969.606904	14
0	17	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP4_1651	1681425	0.848777	0.000016	0.007371	0.000003	0.000000	0.139014	0.000001	0.004818	0.000000	0.007380	0.143833	0.004821	0.003690	0.000001	0.000000	0.012189	0.000000	0.012189	0.081707	0.069505	-2274856.811005	62	-1	0.130726	4.638243e-01,1.834107e-01,3.160695e-02,1.245772e-01,1.018793e-01,1.672343e-02,3.889638e-02,2.702027e-02,1.206144e-02	0.692028	0.241286	-0.070438	-2544198.882787	14
0	18	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP5_1196	1528731	0.856841	0.000086	0.023209	0.000001	0.000001	0.056422	0.000000	0.063345	0.000095	0.023347	0.119862	0.063442	0.011721	0.000095	0.000095	0.086554	0.000095	0.086649	0.114904	0.028210	-2048507.365821	50	-1	0.118855	4.888796e-01,1.528884e-01,3.312280e-02,1.326749e-01,9.774082e-02,1.974093e-02,3.796915e-02,2.291714e-02,1.406619e-02	0.727352	0.244772	-0.084863	-2293349.753082	14
0	19	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP5_1610	1613818	0.854119	0.000001	0.010937	0.000000	0.000000	0.129329	0.000000	0.005613	0.000000	0.010938	0.134943	0.005614	0.005469	0.000000	0.000000	0.016550	0.000000	0.016551	0.081216	0.064665	-2153416.359722	70	-1	0.125470	4.724958e-01,1.751046e-01,2.960686e-02,1.275440e-01,1.016407e-01,1.664538e-02,3.876595e-02,2.655278e-02,1.164395e-02	0.672691	0.245379	-0.063928	-2417968.726853	13
0	20	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP5_1776	1161665	0.881522	0.000068	0.014169	0.015861	0.000001	0.000028	0.000000	0.088350	0.000000	0.014203	0.088379	0.104212	0.007102	0.000000	0.000000	0.102519	0.000000	0.102519	0.110499	-0.007916	-1560540.191777	90	-1	0.090316	4.872338e-01,1.383677e-01,3.882513e-02,1.441058e-01,9.841200e-02,2.249703e-02,3.486861e-02,2.180838e-02,1.388154e-02	0.748829	0.245740	-0.093536	-1750467.504851	14
0	21	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP6_1114	1519818	0.877484	0.000004	0.001095	0.000002	0.000003	0.012983	0.000001	0.108429	0.000000	0.001099	0.121413	0.108434	0.000550	0.000000	0.000002	0.109524	0.000000	0.109524	0.116022	0.006491	-2057977.875274	98	-1	0.118162	4.850562e-01,1.484180e-01,4.036102e-02,1.354963e-01,9.388362e-02,2.150422e-02,3.916210e-02,2.185714e-02,1.426145e-02	0.847039	0.230786	-0.126519	-2296488.708252	14
0	22	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP6_1611	1658588	0.851055	0.000000	0.005571	0.000000	0.000000	0.128490	0.000000	0.014884	0.000000	0.005571	0.143374	0.014884	0.002786	0.000000	0.000000	0.020455	0.000000	0.020455	0.084700	0.064245	-2255403.573057	70	-1	0.128951	4.617512e-01,1.825192e-01,3.384352e-02,1.250134e-01,1.009408e-01,1.763046e-02,3.877638e-02,2.691184e-02,1.261306e-02	0.719430	0.237679	-0.079968	-2519678.725657	14
0	23	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP6_2402	1689336	0.838644	0.000035	0.014155	0.000000	0.000000	0.147128	0.000000	0.000038	0.000000	0.014173	0.147167	0.000038	0.007086	0.000000	0.000000	0.014193	0.000000	0.014193	0.087775	0.073564	-2274095.998184	58	-1	0.131341	4.654862e-01,1.830903e-01,3.054503e-02,1.232036e-01,1.030931e-01,1.617482e-02,3.806727e-02,2.842329e-02,1.191639e-02	0.665538	0.245750	-0.061269	-2549991.434441	14
0	24	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP7_1058	1532315	0.878756	0.000005	0.000076	0.000000	0.000000	0.072127	0.000000	0.049033	0.000003	0.000081	0.121163	0.049037	0.000042	0.000003	0.000003	0.049109	0.000003	0.049112	0.085178	0.036063	-2058795.263450	70	-1	0.119133	4.756786e-01,1.646745e-01,3.408412e-02,1.359180e-01,9.718878e-02,1.687193e-02,3.843459e-02,2.444449e-02,1.270494e-02	0.746163	0.234513	-0.089222	-2305699.815324	14
0	25	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP7_1455	1659346	0.846026	0.000000	0.014497	0.000000	0.000000	0.131965	0.000000	0.007511	0.000000	0.014497	0.139477	0.007511	0.007248	0.000000	0.000000	0.022008	0.000000	0.022008	0.087991	0.065983	-2242791.548083	110	-1	0.129010	4.683758e-01,1.778613e-01,3.137996e-02,1.260604e-01,1.006783e-01,1.816928e-02,3.727587e-02,2.812695e-02,1.207212e-02	0.681933	0.240355	-0.066416	-2506860.802984	14
0	26	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP7_1499	1415600	0.893053	0.000000	0.003242	0.000000	0.000000	0.035835	0.000001	0.067809	0.000060	0.003303	0.103705	0.067869	0.001682	0.000061	0.000060	0.071051	0.000060	0.071112	0.089030	0.017917	-1900253.913116	110	-1	0.110059	4.815388e-01,1.541517e-01,3.400638e-02,1.403159e-01,9.608430e-02,2.023928e-02,3.711867e-02,2.322824e-02,1.331685e-02	0.740236	0.234890	-0.087088	-2129681.677846	14
0	27	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP8_1083	1675712	0.846206	0.000052	0.009843	0.000000	0.000000	0.143796	0.000000	0.000103	0.000000	0.009869	0.143899	0.000103	0.004935	0.000000	0.000000	0.009946	0.000000	0.009946	0.081870	0.071898	-2267350.150387	54	-1	0.130282	4.625080e-01,1.843808e-01,3.182027e-02,1.241154e-01,1.024792e-01,1.664234e-02,3.829899e-02,2.755793e-02,1.219703e-02	0.684229	0.242373	-0.067711	-2539412.788640	14
0	28	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP8_1436	1456035	0.873280	0.000011	0.019397	0.000003	0.000000	0.052219	0.000000	0.055089	0.000001	0.019404	0.107308	0.055093	0.009702	0.000001	0.000001	0.074486	0.000001	0.074487	0.100603	0.026108	-1944871.470110	66	-1	0.113203	4.856864e-01,1.533314e-01,3.278931e-02,1.357559e-01,9.912150e-02,1.972039e-02,3.558543e-02,2.456154e-02,1.344816e-02	0.689807	0.246728	-0.070781	-2180379.402677	14
0	29	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP8_1779	1472357	0.620603	0.091115	0.121500	0.029024	0.028220	0.050952	0.047973	0.000961	0.009652	0.233854	0.109538	0.067857	0.131277	0.033639	0.023762	0.122461	0.009652	0.132113	0.293851	0.010964	-1939407.284318	162	-1	0.114472	5.254875e-01,1.262161e-01,2.167170e-02,1.188183e-01,1.105002e-01,2.466239e-02,2.124309e-02,2.919934e-02,2.220131e-02	0.388369	0.323279	0.047453	-2146609.641245	14
0	30	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP9_1121	1722528	0.842603	0.000001	0.006856	0.000000	0.000000	0.145765	0.000000	0.004774	0.000001	0.006857	0.150540	0.004775	0.003429	0.000001	0.000001	0.011630	0.000001	0.011631	0.084514	0.072883	-2326170.732108	62	-1	0.133922	4.662533e-01,1.818569e-01,3.209046e-02,1.227021e-01,1.010300e-01,1.716040e-02,4.035007e-02,2.667726e-02,1.187950e-02	0.717020	0.240069	-0.079663	-2606484.765090	14
0	31	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP9_1420	1416947	0.889034	0.000007	0.005330	0.000099	0.000000	0.000496	0.004142	0.100885	0.000007	0.008448	0.105530	0.100991	0.004745	0.002078	0.000007	0.106215	0.000007	0.106222	0.110665	0.000199	-1905940.611931	158	-1	0.110164	4.909604e-01,1.429872e-01,3.706221e-02,1.403929e-01,9.348422e-02,2.220764e-02,3.662157e-02,2.212329e-02,1.416062e-02	0.788195	0.232898	-0.104693	-2131591.873925	14
0	32	Mcapitata_ATAC_TP10_1095	Mcapitata_ATAC_TP9_1580	1417211	0.895857	0.000000	0.000000	0.000003	0.000000	0.009025	0.000005	0.095100	0.000008	0.000013	0.104139	0.095111	0.000011	0.000011	0.000008	0.095100	0.000008	0.095109	0.099628	0.004511	-1911404.011236	78	-1	0.110184	4.827645e-01,1.499726e-01,3.756560e-02,1.419999e-01,9.351646e-02,2.066670e-02,3.866646e-02,2.129978e-02,1.354801e-02	0.815173	0.227994	-0.113149	-2139444.591726	14
0	33	Mcapitata_ATAC_TP10_1095	Mcapitata_ATHC_TP10_1204	1642598	0.849582	0.000011	0.010939	0.000000	0.000001	0.139445	0.000000	0.000019	0.000002	0.010948	0.139466	0.000022	0.005475	0.000002	0.000003	0.010958	0.000002	0.010960	0.080690	0.069722	-2196128.437341	58	-1	0.127708	4.672371e-01,1.810855e-01,2.918070e-02,1.257441e-01,1.040711e-01,1.505606e-02,3.853452e-02,2.795601e-02,1.113483e-02	0.650663	0.249238	-0.056201	-2464986.923772	14
0	34	Mcapitata_ATAC_TP10_1095	Mcapitata_ATHC_TP10_2554	1452119	0.869584	0.000228	0.012051	0.000024	0.003091	0.000749	0.008451	0.105794	0.000027	0.020849	0.115022	0.108936	0.011881	0.004253	0.001573	0.117844	0.000027	0.117872	0.129915	0.000363	-1945465.968198	142	-1	0.112898	4.954019e-01,1.401330e-01,3.615151e-02,1.387012e-01,9.388546e-02,2.116017e-02,3.757615e-02,2.188998e-02,1.510056e-02	0.785294	0.237317	-0.105110	-2172698.425915	14
0	35	Mcapitata_ATAC_TP10_1095	Mcapitata_ATHC_TP10_2737	1663535	0.840652	0.000004	0.015312	0.000000	0.000000	0.131820	0.000000	0.012212	0.000001	0.015315	0.144033	0.012213	0.007658	0.000002	0.000001	0.027523	0.000001	0.027525	0.093437	0.065910	-2218455.438452	386	-1	0.129336	4.754903e-01,1.725325e-01,3.038132e-02,1.265146e-01,9.976614e-02,1.711562e-02,3.870664e-02,2.712288e-02,1.237005e-02	0.692499	0.241932	-0.070760	-2486899.569726	14
0	36	Mcapitata_ATAC_TP10_1095	Mcapitata_ATHC_TP11_1237	1625358	0.863094	0.000016	0.002719	0.000000	0.000000	0.108910	0.000000	0.025260	0.000001	0.002728	0.134171	0.025261	0.001364	0.000001	0.000001	0.027979	0.000001	0.027980	0.082443	0.054455	-2190459.740260	82	-1	0.126367	4.694348e-01,1.740786e-01,3.276271e-02,1.292456e-01,9.969342e-02,1.741549e-02,3.967919e-02,2.594642e-02,1.174375e-02	0.726647	0.237859	-0.082755	-2453185.771702	14
0	37	Mcapitata_ATAC_TP10_1095	Mcapitata_ATHC_TP11_2188	1594307	0.855667	0.000000	0.012054	0.000000	0.000000	0.115795	0.000000	0.016484	0.000000	0.012054	0.132279	0.016484	0.006027	0.000000	0.000000	0.028537	0.000000	0.028537	0.086435	0.057898	-2150329.670573	130	-1	0.123953	4.678842e-01,1.747899e-01,3.302393e-02,1.280121e-01,1.026003e-01,1.687437e-02,3.725200e-02,2.743803e-02,1.212515e-02	0.684949	0.245814	-0.068714	-2405748.898693	14
0	38	Mcapitata_ATAC_TP10_1095	Mcapitata_ATHC_TP1_1218	1703927	0.850224	0.000001	0.000015	0.000000	0.000001	0.149462	0.000000	0.000298	0.000000	0.000016	0.149760	0.000299	0.000008	0.000000	0.000000	0.000313	0.000000	0.000313	0.075045	0.074731	-2306130.492838	62	-1	0.132476	4.602101e-01,1.874147e-01,3.227721e-02,1.252274e-01,1.002135e-01,1.579800e-02,4.031776e-02,2.747266e-02,1.106863e-02	0.724403	0.233866	-0.080844	-2581256.435944	14
0	39	Mcapitata_ATAC_TP10_1095	Mcapitata_ATHC_TP11_2756	1635342	0.842515	0.000000	0.019415	0.000000	0.000000	0.132612	0.000000	0.005457	0.000000	0.019415	0.138070	0.005457	0.009708	0.000000	0.000000	0.024872	0.000000	0.024872	0.091179	0.066306	-2195381.446232	54	-1	0.127144	4.717634e-01,1.753279e-01,3.019765e-02,1.258494e-01,1.021658e-01,1.729077e-02,3.803833e-02,2.748141e-02,1.188536e-02	0.667894	0.246667	-0.062343	-2459702.237756	14
0	40	Mcapitata_ATAC_TP10_1095	Mcapitata_ATHC_TP1_1826	1523659	0.841867	0.000000	0.038919	0.000000	0.000000	0.119034	0.000000	0.000180	0.000000	0.038919	0.119214	0.000180	0.019460	0.000000	0.000000	0.039099	0.000000	0.039099	0.098616	0.059517	-2034884.700695	462	-1	0.118461	4.769850e-01,1.696360e-01,2.761924e-02,1.287005e-01,1.062360e-01,1.594635e-02,3.456883e-02,2.760235e-02,1.270572e-02	0.585376	0.262913	-0.032723	-2279638.293746	14
0	41	Mcapitata_ATAC_TP10_1095	Mcapitata_ATHC_TP1_2068	1513974	0.856512	0.000000	0.025687	0.000000	0.000000	0.113610	0.000000	0.004191	0.000001	0.025688	0.117801	0.004192	0.012844	0.000001	0.000001	0.029878	0.000001	0.029879	0.086684	0.056805	-2030000.569502	438	-1	0.117708	4.729280e-01,1.714567e-01,2.926692e-02,1.295421e-01,1.052504e-01,1.654491e-02,3.548676e-02,2.733445e-02,1.218986e-02	0.615235	0.256939	-0.043676	-2275194.239402	14
0	42	Mcapitata_ATAC_TP10_1095	Mcapitata_ATHC_TP12_1154	1651776	0.854592	0.000003	0.005940	0.000000	0.000000	0.129988	0.000000	0.009476	0.000000	0.005941	0.139464	0.009476	0.002971	0.000000	0.000000	0.015416	0.000000	0.015416	0.080412	0.064994	-2235359.537832	74	-1	0.128421	4.652913e-01,1.801902e-01,3.279073e-02,1.264592e-01,1.005250e-01,1.732650e-02,3.836165e-02,2.724574e-02,1.180974e-02	0.707808	0.238000	-0.075651	-2500589.812247	14
0	43	Mcapitata_ATAC_TP10_1095	Mcapitata_ATHC_TP12_2736	1563741	0.866229	0.000008	0.007209	0.000000	0.000000	0.119173	0.000000	0.007381	0.000000	0.007213	0.126554	0.007381	0.003606	0.000000	0.000000	0.014589	0.000000	0.014589	0.074180	0.059587	-2104054.706024	70	-1	0.121577	4.675053e-01,1.766720e-01,3.088151e-02,1.294295e-01,1.012721e-01,1.807064e-02,3.739305e-02,2.691164e-02,1.186420e-02	0.674169	0.241493	-0.063720	-2359183.146550	14
0	44	Mcapitata_ATAC_TP10_1095	Mcapitata_ATHC_TP12_2990	1820224	0.810396	0.000076	0.021219	0.000000	0.000000	0.168309	0.000000	0.000000	0.000000	0.021257	0.168309	0.000000	0.010629	0.000000	0.000000	0.021219	0.000000	0.021219	0.105412	0.084154	-2469288.589443	566	-1	0.141518	4.607920e-01,1.936781e-01,2.834169e-02,1.162936e-01,1.040620e-01,1.617697e-02,3.839632e-02,2.968804e-02,1.257125e-02	0.641329	0.246257	-0.052156	-2753030.717205	14
0	45	Mcapitata_ATAC_TP10_1095	Mcapitata_ATHC_TP3_1544	1609548	0.860297	0.000000	0.008586	0.000000	0.000000	0.080101	0.000000	0.050939	0.000076	0.008662	0.131117	0.051016	0.004369	0.000076	0.000076	0.059525	0.000076	0.059601	0.099653	0.040051	-2162682.221054	90	-1	0.125138	4.797582e-01,1.622211e-01,3.465771e-02,1.313113e-01,9.759233e-02,1.793877e-02,3.749373e-02,2.539271e-02,1.363413e-02	0.739315	0.238603	-0.087794	-2424363.963891	14
0	46	Mcapitata_ATAC_TP10_1095	Mcapitata_ATHC_TP3_2731	1563727	0.858401	0.000015	0.016149	0.000000	0.000000	0.120570	0.000004	0.004852	0.000008	0.016168	0.125434	0.004860	0.008088	0.000010	0.000008	0.021001	0.000008	0.021008	0.081306	0.060285	-2094719.732008	54	-1	0.121576	4.701343e-01,1.747465e-01,3.037041e-02,1.293840e-01,1.028258e-01,1.688381e-02,3.524680e-02,2.822713e-02,1.218128e-02	0.638140	0.247857	-0.051197	-2350422.475225	14
0	47	Mcapitata_ATAC_TP10_1095	Mcapitata_ATHC_TP3_2866	1485400	0.866691	0.000063	0.019311	0.000000	0.000000	0.033797	0.000000	0.080137	0.000001	0.019344	0.113934	0.080138	0.009672	0.000001	0.000001	0.099448	0.000001	0.099449	0.116379	0.016898	-1994136.720377	82	-1	0.115486	4.903791e-01,1.480871e-01,3.488340e-02,1.362583e-01,9.601636e-02,2.006181e-02,3.756803e-02,2.275945e-02,1.398646e-02	0.754574	0.240270	-0.094157	-2229494.353713	14
0	48	Mcapitata_ATAC_TP10_1095	Mcapitata_ATHC_TP4_1221	1622450	0.846788	0.000003	0.020652	0.000000	0.000000	0.116796	0.000000	0.015760	0.000000	0.020653	0.132557	0.015761	0.010327	0.000000	0.000000	0.036412	0.000000	0.036412	0.094812	0.058398	-2194601.592771	54	-1	0.126141	4.692512e-01,1.767980e-01,3.167397e-02,1.248956e-01,1.032111e-01,1.800331e-02,3.693951e-02,2.622858e-02,1.299865e-02	0.664788	0.248978	-0.061584	-2450384.314093	14
0	49	Mcapitata_ATAC_TP10_1095	Mcapitata_ATHC_TP4_2561	1416991	0.882221	0.000021	0.008628	0.000033	0.000051	0.000136	0.000115	0.107684	0.001111	0.009874	0.109046	0.108879	0.005513	0.001168	0.001137	0.116312	0.001111	0.117423	0.117684	0.000052	-1910212.738042	106	-1	0.110167	4.898338e-01,1.429819e-01,3.825208e-02,1.393889e-01,9.420169e-02,2.183390e-02,3.744196e-02,2.101824e-02,1.504757e-02	0.803532	0.234966	-0.111339	-2133991.735454	14
0	50	Mcapitata_ATAC_TP10_1095	Mcapitata_ATHC_TP4_2734	1748963	0.843635	0.000000	0.000114	0.000000	0.000000	0.156247	0.000000	0.000001	0.000002	0.000117	0.156250	0.000003	0.000060	0.000002	0.000002	0.000115	0.000002	0.000117	0.078241	0.078123	-2361170.291577	58	-1	0.135977	4.593144e-01,1.899235e-01,3.186693e-02,1.233695e-01,1.010839e-01,1.473548e-02,4.053517e-02,2.847882e-02,1.069232e-02	0.716257	0.235677	-0.078257	-2645736.833567	14
0	51	Mcapitata_ATAC_TP10_1095	Mcapitata_ATHC_TP5_1229	1667996	0.858334	0.000000	0.000126	0.000000	0.000000	0.115067	0.000000	0.026474	0.000000	0.000126	0.141541	0.026474	0.000063	0.000000	0.000000	0.026600	0.000000	0.026600	0.084133	0.057533	-2270053.679958	70	-1	0.129682	4.629076e-01,1.811099e-01,3.451587e-02,1.273052e-01,9.795070e-02,1.847786e-02,3.862456e-02,2.629530e-02,1.281303e-02	0.746707	0.229754	-0.088019	-2532611.183968	14
0	52	Mcapitata_ATAC_TP10_1095	Mcapitata_ATHC_TP5_1706	1612650	0.865440	0.000001	0.000134	0.000000	0.000000	0.102630	0.000000	0.031795	0.000000	0.000135	0.134425	0.031796	0.000067	0.000000	0.000000	0.031929	0.000000	0.031929	0.083245	0.051315	-2154085.875843	62	-1	0.125379	4.757239e-01,1.692135e-01,3.183788e-02,1.330862e-01,9.566053e-02,1.735319e-02,4.003581e-02,2.497037e-02,1.211863e-02	0.751341	0.229679	-0.089724	-2416308.370380	14
